location,investigation_type,event_date,country,injury_severity,aircraft_category,make,model,number_of_engines,engine_type,total_fatal_injuries,total_uninjured,total_serious_injuries,total_minor_injuries,latitude,longitude,amateur_built,aircraft_damage,city,state,region,passengers
"long beach, ca",accident,2007-02-09,united states,non-fatal,airplane,cessna,152,1.0,reciprocating,0.0,0.0,0.0,0.0,33.817778,-118.151667,no,Substantial,long beach,ca,West,0.0
"ingalls, ks",accident,2007-02-09,united states,non-fatal,airplane,mooney aircraft corp.,m20k,1.0,reciprocating,0.0,0.0,0.0,0.0,48.5875,-106.689444,no,Substantial,ingalls,ks,Midwest,0.0
"brunswick, ga",accident,2007-02-09,united states,non-fatal,airplane,beech,a36,1.0,reciprocating,0.0,0.0,0.0,0.0,31.151111,-81.388055,no,Substantial,brunswick,ga,South,0.0
"hinesville, ga",accident,2007-02-09,united states,fatal(4),airplane,beech,a36,1.0,reciprocating,4.0,0.0,0.0,0.0,31.886944,-81.557222,no,Substantial,hinesville,ga,South,4.0
"rocksprings, tx",accident,2007-02-09,united states,fatal(2),airplane,cessna,414,2.0,reciprocating,2.0,0.0,0.0,0.0,,,no,Destroyed,rocksprings,tx,South,2.0
"great bend, ks",accident,2007-02-09,united states,fatal(1),airplane,beech,h-18,2.0,reciprocating,1.0,0.0,0.0,0.0,38.335277,-98.868611,no,Destroyed,great bend,ks,Midwest,1.0
"pellston, mi",accident,2007-02-10,united states,non-fatal,airplane,piper,pa-32-300,1.0,reciprocating,0.0,2.0,2.0,2.0,,,no,Substantial,pellston,mi,Midwest,6.0
"pinckneyville, il",accident,2007-02-10,united states,non-fatal,airplane,cessna,172n,1.0,reciprocating,0.0,0.0,0.0,0.0,37.977778,-89.360556,no,Substantial,pinckneyville,il,Midwest,0.0
"lancaster, tx",accident,2007-02-10,united states,non-fatal,airplane,cessna,172,1.0,reciprocating,0.0,0.0,1.0,0.0,32.579167,-96.718889,no,,lancaster,tx,South,1.0
"alton, nh",accident,2007-02-11,united states,non-fatal,airplane,maule,mxt-7-180a,1.0,reciprocating,0.0,0.0,0.0,0.0,43.4775,-71.236944,no,Substantial,alton,nh,North East,0.0
"elberton, ga",accident,2007-02-11,united states,non-fatal,airplane,piper,pa-12,1.0,reciprocating,0.0,0.0,0.0,0.0,34.090555,-82.809444,no,Substantial,elberton,ga,South,0.0
"monticello, ga",accident,2007-02-12,united states,non-fatal,airplane,burkhart-grob,g109,1.0,reciprocating,0.0,0.0,0.0,0.0,33.326111,-83.722778,no,Substantial,monticello,ga,South,0.0
"gulkana, ak",accident,2007-02-13,united states,non-fatal,airplane,piper,pa-18-150,1.0,reciprocating,0.0,0.0,0.0,0.0,62.706389,-144.191111,no,Substantial,gulkana,ak,West,0.0
"banning, ca",incident,2007-02-13,united states,incident,airplane,columbia aircraft,lc41-550fg,1.0,reciprocating,0.0,0.0,0.0,0.0,34.083333,-116.766667,no,,banning,ca,West,0.0
"lake wells, fl",accident,2007-02-14,united states,non-fatal,airplane,cessna,172s,1.0,reciprocating,0.0,0.0,0.0,0.0,27.950556,-81.601389,no,Substantial,lake wells,fl,South,0.0
"stephenville, tx",accident,2007-02-15,united states,non-fatal,airplane,cessna,172b,1.0,reciprocating,0.0,1.0,0.0,1.0,32.215278,-98.177778,no,Substantial,stephenville,tx,South,2.0
"st. louis, mo",accident,2007-02-16,united states,non-fatal,airplane,cessna,172s,1.0,reciprocating,0.0,0.0,0.0,0.0,38.661944,-90.651944,no,Substantial,st. louis,mo,Midwest,0.0
"denver, co",incident,2007-02-16,united states,incident,airplane,airbus industrie,a319-111,2.0,turbo fan,0.0,0.0,0.0,0.0,39.863889,-104.666667,no,Minor,denver,co,West,0.0
"council bluffs, ia",accident,2007-02-16,united states,fatal(4),airplane,cessna,340a,2.0,reciprocating,4.0,0.0,0.0,0.0,41.200278,-95.733889,no,Destroyed,council bluffs,ia,Midwest,4.0
"millbrook, ny",accident,2007-02-17,united states,non-fatal,airplane,piper,pa-28-181,1.0,reciprocating,0.0,0.0,0.0,0.0,41.711944,-73.746111,no,Substantial,millbrook,ny,North East,0.0
"nampa, id",accident,2007-02-17,united states,non-fatal,airplane,flight design gmbh,ctsw,1.0,reciprocating,0.0,0.0,0.0,0.0,43.581389,-116.523056,no,Substantial,nampa,id,West,0.0
"compton, ca",accident,2007-02-17,united states,non-fatal,airplane,luscombe,8a,1.0,reciprocating,0.0,2.0,0.0,2.0,33.89,-118.243611,no,Substantial,compton,ca,West,4.0
"dryden, tx",accident,2007-02-17,united states,non-fatal,airplane,american legend,al-11,1.0,reciprocating,0.0,0.0,0.0,0.0,30.046111,-102.212778,no,Substantial,dryden,tx,South,0.0
"fountain, fl",accident,2007-02-17,united states,non-fatal,airplane,bellanca,17-30a,1.0,reciprocating,0.0,0.0,2.0,0.0,30.756667,-85.821945,no,Destroyed,fountain,fl,South,2.0
"cleveland, oh",accident,2007-02-18,united states,non-fatal,airplane,embraer,erj-170,2.0,turbo fan,0.0,0.0,0.0,0.0,41.411667,-81.849722,no,Substantial,cleveland,oh,Midwest,0.0
"tucson, az",accident,2007-02-19,united states,non-fatal,helicopter,robinson,r22 beta,1.0,reciprocating,0.0,0.0,0.0,0.0,32.0625,,no,Substantial,tucson,az,West,0.0
"lago vista, tx",accident,2007-02-19,united states,fatal(1),airplane,cessna,210k,1.0,reciprocating,1.0,0.0,0.0,0.0,30.510833,-97.974445,no,Destroyed,lago vista,tx,South,1.0
"prescott, az",accident,2007-02-20,united states,non-fatal,airplane,maule,m-7-235b,1.0,reciprocating,0.0,0.0,0.0,0.0,34.6575,-112.421667,no,Substantial,prescott,az,West,0.0
"phenix city, al",accident,2007-02-20,united states,non-fatal,airplane,piper,pa-31-350,2.0,reciprocating,0.0,0.0,1.0,0.0,32.419445,-85.242222,no,Substantial,phenix city,al,South,1.0
"cordova, ak",accident,2007-02-20,united states,non-fatal,airplane,cessna,402c,2.0,reciprocating,0.0,0.0,0.0,0.0,60.543889,-145.726667,no,Substantial,cordova,ak,West,0.0
"lubbock, tx",accident,2007-02-21,united states,non-fatal,airplane,piper,pa-30,2.0,reciprocating,0.0,0.0,0.0,0.0,33.485,-101.811667,no,Substantial,lubbock,tx,South,0.0
"granbury, tx",accident,2007-02-21,united states,non-fatal,airplane,flight design,ctsw,1.0,reciprocating,0.0,0.0,0.0,0.0,32.353889,-97.676389,no,Substantial,granbury,tx,South,0.0
"ormond beach, fl",incident,2007-02-21,united states,incident,airplane,"liberty aerospace, inc.",xl-2,1.0,reciprocating,0.0,0.0,0.0,0.0,29.300556,-81.113611,no,Minor,ormond beach,fl,South,0.0
"buffalo city, ar",accident,2007-02-21,united states,non-fatal,powered-lift,buckeye,breeze xl,1.0,reciprocating,0.0,0.0,1.0,0.0,36.203333,-92.452222,no,Destroyed,buffalo city,ar,South,1.0
"saluda, va",accident,2007-02-22,united states,non-fatal,airplane,piper,pa-28-140,1.0,reciprocating,0.0,0.0,1.0,0.0,37.584722,-76.448611,no,Substantial,saluda,va,South,1.0
"turrell, ar",accident,2007-02-22,united states,non-fatal,airplane,ayres,s2r-t41,1.0,turbo prop,0.0,0.0,0.0,0.0,,,no,Substantial,turrell,ar,South,0.0
"bellingham, wa",accident,2007-02-23,united states,non-fatal,airplane,cessna,180,1.0,reciprocating,0.0,0.0,0.0,0.0,48.792777,-122.5375,no,Substantial,bellingham,wa,West,0.0
"lewiston, id",accident,2007-02-23,united states,non-fatal,airplane,piper,pa-12,1.0,reciprocating,0.0,0.0,0.0,0.0,46.374445,-117.015278,no,Substantial,lewiston,id,West,0.0
"fort pierce, fl",accident,2007-02-23,united states,non-fatal,airplane,piper,pa-22-150,1.0,reciprocating,0.0,0.0,0.0,0.0,27.502777,-80.371389,no,Substantial,fort pierce,fl,South,0.0
"arcola, ms",accident,2007-02-23,united states,non-fatal,airplane,gulfstream-schweizer,g-164b,1.0,reciprocating,0.0,0.0,0.0,0.0,33.270278,-90.879723,no,Substantial,arcola,ms,South,0.0
"neenah, wi",accident,2007-02-23,united states,non-fatal,gyrocraft,rotary air force marketing,raf 2000,1.0,reciprocating,0.0,0.0,0.0,0.0,44.16,-88.559444,no,Substantial,neenah,wi,Midwest,0.0
"holland, mi",accident,2007-02-23,united states,non-fatal,airplane,cessna,172n,1.0,reciprocating,0.0,0.0,0.0,0.0,42.742777,-86.1075,no,Substantial,holland,mi,Midwest,0.0
"chicago, il",accident,2007-02-23,united states,non-fatal,airplane,boeing,777,2.0,turbo fan,0.0,0.0,1.0,0.0,41.978611,-87.904722,no,,chicago,il,Midwest,1.0
"glen canyon nat, ut",accident,2007-02-24,united states,non-fatal,airplane,cirrus design corp.,sr22,1.0,reciprocating,0.0,3.0,0.0,3.0,37.651667,-110.348333,no,Substantial,glen canyon nat,ut,West,6.0
"bethlehem, ga",accident,2007-02-24,united states,fatal(2),airplane,hiller,uh-12a,1.0,reciprocating,2.0,0.0,0.0,0.0,33.756944,-83.651667,no,Substantial,bethlehem,ga,South,2.0
"dallas, tx",incident,2007-02-24,united states,incident,airplane,embraer,emb-145lr,2.0,turbo fan,0.0,0.0,0.0,0.0,32.841389,-96.851111,no,Minor,dallas,tx,South,0.0
"utica, ny",accident,2007-02-25,united states,non-fatal,airplane,cessna,172,1.0,reciprocating,0.0,0.0,0.0,0.0,43.020834,-75.170278,no,Substantial,utica,ny,North East,0.0
"venice, fl",accident,2007-02-25,united states,non-fatal,airplane,piper,pa-28-181,1.0,reciprocating,0.0,0.0,1.0,0.0,27.071667,-82.440277,no,Substantial,venice,fl,South,1.0
"jean, nv",accident,2007-02-26,united states,non-fatal,airplane,cessna,182h,1.0,reciprocating,0.0,1.0,0.0,1.0,35.768334,-115.329723,no,Substantial,jean,nv,West,2.0
"tulare, ca",accident,2007-02-26,united states,non-fatal,helicopter,robinson,r22 beta ii,1.0,reciprocating,0.0,0.0,0.0,0.0,36.156111,-119.326111,no,Substantial,tulare,ca,West,0.0
"melbourne, fl",accident,2007-02-26,united states,non-fatal,helicopter,robinson,r22 beta,1.0,reciprocating,0.0,0.0,0.0,0.0,28.101389,-80.645,no,Substantial,melbourne,fl,South,0.0
"covington, ga",accident,2007-02-26,united states,non-fatal,helicopter,robinson,r-44,1.0,reciprocating,0.0,0.0,1.0,0.0,33.626111,-83.843055,no,Substantial,covington,ga,South,1.0
"athens, tx",accident,2007-02-27,united states,non-fatal,airplane,cessna,t182t,1.0,reciprocating,0.0,2.0,1.0,2.0,32.150556,-95.779167,no,Substantial,athens,tx,South,5.0
"landenberg, pa",accident,2007-02-28,united states,non-fatal,airplane,mooney,m20f,1.0,reciprocating,0.0,0.0,0.0,0.0,39.806944,-75.768056,no,Substantial,landenberg,pa,North East,0.0
"camarillo, ca",accident,2007-03-01,united states,non-fatal,airplane,monocoupe,110,1.0,reciprocating,0.0,2.0,0.0,2.0,34.283333,-119.083333,no,Substantial,camarillo,ca,West,4.0
"ponca city, ok",accident,2007-03-01,united states,non-fatal,airplane,beech,p35,1.0,reciprocating,0.0,1.0,0.0,1.0,36.725834,-97.093055,no,Substantial,ponca city,ok,South,2.0
"miami, fl",accident,2007-03-02,united states,non-fatal,airplane,cessna,150g,1.0,reciprocating,0.0,2.0,0.0,2.0,25.621111,-80.485833,no,Substantial,miami,fl,South,4.0
"columbus, pa",accident,2007-03-03,united states,non-fatal,helicopter,schweizer,269-c,1.0,reciprocating,0.0,1.0,0.0,1.0,41.953333,-79.53,no,Substantial,columbus,pa,North East,2.0
"banning, ca",accident,2007-03-03,united states,non-fatal,airplane,cessna,182q,1.0,reciprocating,0.0,0.0,0.0,0.0,33.923056,-116.850556,no,Substantial,banning,ca,West,0.0
"prescott, az",accident,2007-03-03,united states,non-fatal,airplane,cessna,172s,1.0,reciprocating,0.0,0.0,0.0,0.0,34.65,-112.416667,no,Substantial,prescott,az,West,0.0
"visalia, ca",accident,2007-03-03,united states,non-fatal,airplane,mooney,m20d,1.0,reciprocating,0.0,0.0,0.0,0.0,36.333333,-119.383333,no,Substantial,visalia,ca,West,0.0
"hope, ak",accident,2007-03-03,united states,non-fatal,airplane,taylorcraft,bc12-d,1.0,reciprocating,0.0,0.0,0.0,0.0,60.906111,-149.616667,no,Substantial,hope,ak,West,0.0
"port orange, fl",accident,2007-03-04,united states,fatal(1),airplane,beech,95-c55,2.0,reciprocating,1.0,0.0,0.0,0.0,29.076667,-81.047222,no,Substantial,port orange,fl,South,1.0
"crescent lake, or",accident,2007-03-05,united states,non-fatal,airplane,piper,pa-28-140,1.0,reciprocating,0.0,0.0,2.0,0.0,43.583889,-122.186667,no,Substantial,crescent lake,or,West,2.0
"bedford, in",accident,2007-03-05,united states,fatal(2),airplane,cessna,150m,1.0,reciprocating,2.0,0.0,0.0,0.0,38.84,-86.449444,no,Substantial,bedford,in,Midwest,2.0
"cartersville, ga",accident,2007-03-05,united states,non-fatal,airplane,cessna,172r,1.0,reciprocating,0.0,0.0,0.0,0.0,34.123056,-84.841666,no,Substantial,cartersville,ga,South,0.0
"monmouth, or",accident,2007-03-06,united states,non-fatal,airplane,enstrom,f-28f,1.0,reciprocating,0.0,0.0,0.0,0.0,44.083333,-123,no,Substantial,monmouth,or,West,0.0
"pueblo, co",incident,2007-03-06,united states,incident,airplane,diamond aircraft industries,da-20-c1,1.0,reciprocating,0.0,0.0,0.0,0.0,38.291666,-107.061111,no,,pueblo,co,West,0.0
"boulder city, nv",accident,2007-03-07,united states,non-fatal,airplane,cessna,t210m,1.0,reciprocating,0.0,0.0,0.0,0.0,35.947222,-114.860833,no,Substantial,boulder city,nv,West,0.0
"toccoa, ga",accident,2007-03-07,united states,non-fatal,airplane,mooney,m20j,1.0,reciprocating,0.0,0.0,0.0,0.0,34.597222,-83.297222,no,Substantial,toccoa,ga,South,0.0
"tooele, ut",accident,2007-03-07,united states,fatal(3),airplane,piper,pa-28-235,1.0,reciprocating,3.0,0.0,0.0,0.0,40.778334,-113.083889,no,Destroyed,tooele,ut,West,3.0
"boerne, tx",accident,2007-03-08,united states,non-fatal,airplane,cessna,172k,1.0,reciprocating,0.0,0.0,0.0,0.0,29.729723,-98.695277,no,Substantial,boerne,tx,South,0.0
"boerne, tx",accident,2007-03-08,united states,non-fatal,airplane,cessna,t210r,1.0,reciprocating,0.0,0.0,0.0,0.0,29.729723,-98.695277,no,Minor,boerne,tx,South,0.0
"east liberty, oh",accident,2007-03-08,united states,fatal(1),airplane,camair,480,2.0,reciprocating,1.0,0.0,0.0,0.0,40.307778,-83.586111,no,Destroyed,east liberty,oh,Midwest,1.0
"phoenix, az",accident,2007-03-09,united states,non-fatal,airplane,cessna,172n,1.0,reciprocating,0.0,2.0,0.0,2.0,33.691111,,no,Substantial,phoenix,az,West,4.0
"norfolk, va",accident,2007-03-09,united states,non-fatal,airplane,cessna,172r,1.0,reciprocating,0.0,0.0,0.0,0.0,36.894722,-76.201389,no,Substantial,norfolk,va,South,0.0
"tampa, fl",accident,2007-03-09,united states,non-fatal,airplane,eads pzl warsza,pzl-104m wilga,1.0,reciprocating,0.0,0.0,0.0,0.0,27.915556,-82.449166,no,Substantial,tampa,fl,South,0.0
"munster, in",accident,2007-03-09,united states,fatal(2),airplane,beech,58,2.0,reciprocating,2.0,0.0,0.0,0.0,41.532223,-87.509167,no,Substantial,munster,in,Midwest,2.0
"lacrosse, wi",accident,2007-03-09,united states,non-fatal,airplane,cessna,150,1.0,reciprocating,0.0,0.0,0.0,0.0,43.878889,-91.256667,no,Substantial,lacrosse,wi,Midwest,0.0
"marshfield, ma",accident,2007-03-09,united states,non-fatal,airplane,mooney,m20r,1.0,reciprocating,0.0,0.0,0.0,0.0,42.098055,-70.672223,no,Destroyed,marshfield,ma,North East,0.0
"reno, nv",accident,2007-03-10,united states,non-fatal,airplane,found aircraft canada,fba-2c2,1.0,reciprocating,0.0,0.0,0.0,0.0,39.498889,-119.768056,no,Substantial,reno,nv,West,0.0
"kingman, az",accident,2007-03-10,united states,non-fatal,airplane,cessna,172s,1.0,reciprocating,0.0,0.0,0.0,0.0,35.265833,-113.941111,no,Substantial,kingman,az,West,0.0
"sand springs, ok",accident,2007-03-10,united states,non-fatal,airplane,cessna,150,1.0,reciprocating,0.0,0.0,0.0,0.0,36.175,-96.151667,no,Substantial,sand springs,ok,South,0.0
"albuquerque, nm",accident,2007-03-10,united states,non-fatal,airplane,flight design usa,ct-sw,1.0,reciprocating,0.0,2.0,0.0,2.0,35.145277,-106.795277,no,Substantial,albuquerque,nm,West,4.0
"chugiak, ak",accident,2007-03-10,united states,non-fatal,airplane,cessna,172,1.0,reciprocating,0.0,0.0,0.0,0.0,61.4,-149.512222,no,Substantial,chugiak,ak,West,0.0
"fredericksburg, va",accident,2007-03-11,united states,non-fatal,airplane,beech,c23,1.0,reciprocating,0.0,0.0,0.0,0.0,38.266111,-77.449166,no,Substantial,fredericksburg,va,South,0.0
"columbus, oh",accident,2007-03-11,united states,non-fatal,airplane,cessna,172r,1.0,reciprocating,0.0,0.0,0.0,0.0,40.074445,-83.070278,no,Substantial,columbus,oh,Midwest,0.0
"ocraacoke, nc",accident,2007-03-11,united states,non-fatal,airplane,cirrus design corp.,sr-22,1.0,reciprocating,0.0,0.0,0.0,0.0,35.101111,-75.963056,no,Substantial,ocraacoke,nc,South,0.0
"gridwood, ak",accident,2007-03-11,united states,non-fatal,airplane,cessna,177,1.0,reciprocating,0.0,0.0,0.0,0.0,60.966111,-149.125834,no,Substantial,gridwood,ak,West,0.0
"plymouth, ma",accident,2007-03-12,united states,non-fatal,airplane,schweizer,269c,1.0,reciprocating,0.0,0.0,0.0,0.0,41.908889,-70.728611,no,Substantial,plymouth,ma,North East,0.0
"farmingdale, nj",accident,2007-03-12,united states,non-fatal,airplane,bellanca,17-30a,1.0,reciprocating,0.0,1.0,0.0,1.0,40.186944,-74.124723,no,Substantial,farmingdale,nj,North East,2.0
"groveland, ca",accident,2007-03-12,united states,non-fatal,airplane,piper,pa-38-112,1.0,reciprocating,0.0,0.0,0.0,0.0,37.861667,-120.177778,no,Substantial,groveland,ca,West,0.0
"des moines, ia",accident,2007-03-12,united states,non-fatal,airplane,piper,pa-24-400,1.0,reciprocating,0.0,0.0,0.0,0.0,41.535,-93.660556,no,Substantial,des moines,ia,Midwest,0.0
"paris, tn",accident,2007-03-12,united states,non-fatal,airplane,cessna,172k,1.0,reciprocating,0.0,2.0,0.0,2.0,36.338055,-82.380556,no,Substantial,paris,tn,South,4.0
"phoenix, az",accident,2007-03-13,united states,non-fatal,airplane,cessna,182h,1.0,reciprocating,0.0,0.0,0.0,0.0,33.711389,-112.100278,no,Substantial,phoenix,az,West,0.0
"broomfield, co",accident,2007-03-13,united states,non-fatal,helicopter,robinson,r22 beta,1.0,reciprocating,0.0,0.0,0.0,0.0,39.908889,-105.117223,no,Substantial,broomfield,co,West,0.0
"pueblo, co",accident,2007-03-13,united states,non-fatal,airplane,north american,snj-5,1.0,reciprocating,0.0,0.0,0.0,0.0,38.289166,-104.496389,no,Minor,pueblo,co,West,0.0
"holman, nm",accident,2007-03-13,united states,fatal(1),airplane,beech,a23a,1.0,reciprocating,1.0,0.0,0.0,0.0,36.080278,-105.437222,no,Destroyed,holman,nm,West,1.0
"paris, id",accident,2007-03-14,united states,non-fatal,airplane,piper,pa-30,2.0,reciprocating,0.0,2.0,0.0,2.0,42.34,-111.171667,no,Substantial,paris,id,West,4.0
"big rapids, mi",accident,2007-03-14,united states,non-fatal,airplane,cessna,172e,1.0,reciprocating,0.0,0.0,0.0,0.0,43.7225,-85.504167,no,Substantial,big rapids,mi,Midwest,0.0
"miami, fl",accident,2007-03-15,united states,non-fatal,airplane,robinson,r-44-ii,1.0,reciprocating,0.0,0.0,0.0,0.0,26.633333,-80.416667,no,Substantial,miami,fl,South,0.0
"chicago, il",accident,2007-03-15,united states,non-fatal,airplane,boeing,767-300,2.0,turbo fan,0.0,0.0,0.0,0.0,41.973889,-87.902778,no,Substantial,chicago,il,Midwest,0.0
"collinwood, tn",accident,2007-03-15,united states,non-fatal,airplane,air tractor,at-502b,1.0,turbo prop,0.0,0.0,0.0,0.0,35.207222,-87.780834,no,Substantial,collinwood,tn,South,0.0
"isla grande, pr",accident,2007-03-16,united states,non-fatal,helicopter,robinson,r-44-ii,1.0,reciprocating,0.0,0.0,0.0,0.0,18.436944,-66.001944,no,Substantial,isla grande,pr,,0.0
"diamond lake, or",accident,2007-03-16,united states,non-fatal,airplane,cessna,182,1.0,reciprocating,0.0,0.0,1.0,0.0,43.0875,-122.468889,no,Substantial,diamond lake,or,West,1.0
"barstow, ca",accident,2007-03-16,united states,non-fatal,airplane,cessna,t210n,1.0,reciprocating,0.0,0.0,0.0,0.0,34.853611,-116.797777,no,Substantial,barstow,ca,West,0.0
"pleasanton, ks",accident,2007-03-16,united states,non-fatal,airplane,cessna,172e,1.0,reciprocating,0.0,0.0,0.0,0.0,38.225,-94.664444,no,Substantial,pleasanton,ks,Midwest,0.0
"titusville, fl",accident,2007-03-16,united states,fatal(1),airplane,aero vodochody aero. works,l-39c,1.0,turbo jet,1.0,0.0,0.0,0.0,28.516667,-80.8,no,Destroyed,titusville,fl,South,1.0
"beverly, ma",accident,2007-03-17,united states,non-fatal,airplane,cessna,500,2.0,turbo jet,0.0,0.0,0.0,0.0,42.584166,-70.916389,no,Substantial,beverly,ma,North East,0.0
"st. george, ut",accident,2007-03-17,united states,non-fatal,airplane,mooney,m20b,1.0,reciprocating,0.0,0.0,0.0,0.0,37.040555,-113.600833,no,Substantial,st. george,ut,West,0.0
"lincoln city, or",accident,2007-03-17,united states,fatal(2),airplane,piper,pa-28-151,1.0,reciprocating,2.0,0.0,0.0,0.0,44.983333,-124.765,no,Destroyed,lincoln city,or,West,2.0
"marietta, ok",accident,2007-03-17,united states,fatal(1),airplane,beech,58p,2.0,reciprocating,1.0,2.0,1.0,2.0,33.9,-97.168889,no,Destroyed,marietta,ok,South,6.0
"huntsville, al",accident,2007-03-17,united states,non-fatal,helicopter,bell,47g2a,1.0,reciprocating,0.0,2.0,0.0,2.0,34.945833,-86.531667,no,Destroyed,huntsville,al,South,4.0
"sanford, fl",accident,2007-03-18,united states,non-fatal,airplane,cessna,172p,1.0,reciprocating,0.0,0.0,0.0,0.0,28.781667,-81.235,no,Substantial,sanford,fl,South,0.0
"brownfield, tx",accident,2007-03-18,united states,non-fatal,airplane,cessna,150,1.0,reciprocating,0.0,2.0,0.0,2.0,33.173056,-102.192777,no,Substantial,brownfield,tx,South,4.0
"moultrie, ga",accident,2007-03-18,united states,non-fatal,airplane,maule,m-5 235c,1.0,reciprocating,0.0,0.0,0.0,0.0,31.121111,-83.585,no,Substantial,moultrie,ga,South,0.0
"marysville, ca",accident,2007-03-19,united states,non-fatal,airplane,mooney aircraft,m20k,1.0,reciprocating,0.0,0.0,1.0,0.0,39.1075,-121.571667,no,Substantial,marysville,ca,West,1.0
"taylorsville, ut",accident,2007-03-19,united states,non-fatal,helicopter,robinson,r22 beta 2,1.0,reciprocating,0.0,2.0,0.0,2.0,40.619445,-111.992777,no,Substantial,taylorsville,ut,West,4.0
